구상권코드,상권코드명,행정동코드
2130159,공릉동 도깨비시장,11350595
2130090,청량리종합시장,11230545
2130142,강북북부시장,11305590
2130085,용두시장,11230536
2130050,청평화시장,11140615
2130170,제일시장,11380570
2130092,청량리농수산물시장,11230545
2130099,전농로터리시장,11230560
1001492,명동 남대문 북창동 다동 무교동 관광특구,11140520
1001493,동대문패션타운 관광특구,11140590
1001494,종로?청계 관광특구,11110615
1001495,잠실 관광특구,11710566
1001496,강남 마이스 관광특구,11680580
1001491,이태원 관광특구,11170650
